Year,Series,Sex,Country,Age group,Units,Unit multiplier,Observation status,Value
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,45-54,Percentage,Units,Normal value,25.5
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,15.6
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,17
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,16.399999999999999
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,17
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,17.899999999999999
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,17.899999999999999
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,18.399999999999999
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,19.2
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,18.7
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,19.8
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,55-64,Percentage,Units,Normal value,22.4
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,8.1999999999999993
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,10.3
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,10.3
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,10
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,9.5
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,9.9
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,11.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,12.1
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,11.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,12.4
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,65+,Percentage,Units,Normal value,12.6
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,13.2
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,14.3
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,13.9
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,15.3
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,14.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,16.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,17.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,18.5
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,19.399999999999999
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,19.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Scotland,All 18+,Percentage,Units,Normal value,21.7
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,6
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,11
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,16.8
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,11.1
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,16.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,12.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,18.2
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,14.7
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,16.399999999999999
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,16.100000000000001
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,18-24,Percentage,Units,Normal value,16.8
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,15
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,20.6
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,18.3
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,16.399999999999999
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,19.399999999999999
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,21.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,22.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,23.1
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,18.100000000000001
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,20.9
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,25-34,Percentage,Units,Normal value,19.7
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,10.5
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,11.4
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,12.7
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,13.1
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,12.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,16.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,16.399999999999999
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,16.7
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,18
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,16.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,35-44,Percentage,Units,Normal value,17.600000000000001
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,11.7
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,17
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,17.7
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,18.8
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,15.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,16.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,19.8
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,19.600000000000001
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,18.600000000000001
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,19
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,45-54,Percentage,Units,Normal value,19.7
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,15.9
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,19.100000000000001
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,19.8
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,15.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,16.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,18
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,17.100000000000001
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,18.100000000000001
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,18.600000000000001
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,18.5
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,55-64,Percentage,Units,Normal value,21.9
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,9
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,8.1
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,8.4
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,9.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,8.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,8.6
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,10.8
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,7.8
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,12.1
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,13.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,65+,Percentage,Units,Normal value,11.3
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,11.6
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,14.3
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,15.1
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,14.1
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,14.6
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,15.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,17.100000000000001
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,16.399999999999999
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,16.8
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,17.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,Northern Ireland,All 18+,Percentage,Units,Normal value,17.600000000000001
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,10.8
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,12.5
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,13.9
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,14.6
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,15
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,17
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,19.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,21.2
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,21.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,22.8
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,18-24,Percentage,Units,Normal value,23.7
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,13.6
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,15.4
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,16.5
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,16.899999999999999
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,17.3
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,18.399999999999999
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,19.600000000000001
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,20
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,20.8
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,21.2
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,25-34,Percentage,Units,Normal value,22.2
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,12.6
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,13.6
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,12.9
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,13.8
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,13.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,15
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,16.399999999999999
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,16.8
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,18.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,19.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,35-44,Percentage,Units,Normal value,20.8
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,13.3
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,13.8
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,14.4
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,15.1
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,15.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,15.9
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,17.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,18
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,18.899999999999999
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,19.399999999999999
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,45-54,Percentage,Units,Normal value,20.2
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,13.1
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,13.5
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,13.3
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,13.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,14.1
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,14.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,14.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,15.6
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,15.8
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,16.899999999999999
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,55-64,Percentage,Units,Normal value,17.3
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,7.5
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,7.5
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,7.1
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,7.3
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,7.7
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,7.8
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,8.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,8.8000000000000007
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,9.1999999999999993
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,9.5
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,65+,Percentage,Units,Normal value,9.3000000000000007
2021,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,11.5
2020,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,12.3
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,12.5
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,13
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,13.3
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,14.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,15.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,16
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,16.600000000000001
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,17.399999999999999
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Women,United Kingdom,All 18+,Percentage,Units,Normal value,18.2
