"Year","Series","Cause of death","Country","Sex","Observation status","Unit multiplier","Units","GeoCode","Value"
2006,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","","Normal value","","Number","E92000001","0"
2006,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","","Normal value","","Number","E92000001","0"
2006,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","","Normal value","","Number","E92000001","0"
2006,"Number of deaths from exposure to forces of nature","Victim of flood","England","","Normal value","","Number","E92000001","0"
2006,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","","Normal value","","Number","E92000001","3"
2007,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","","Normal value","","Number","E92000001","1"
2007,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","","Normal value","","Number","E92000001","92"
2007,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","","Normal value","","Number","E92000001","0"
2007,"Number of deaths from exposure to forces of nature","Victim of lightning","England","","Normal value","","Number","E92000001","2"
2007,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","","Normal value","","Number","E92000001","0"
2007,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","","Normal value","","Number","E92000001","0"
2007,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","","Normal value","","Number","E92000001","0"
2007,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","","Normal value","","Number","E92000001","0"
2007,"Number of deaths from exposure to forces of nature","Victim of flood","England","","Normal value","","Number","E92000001","0"
2007,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","","Normal value","","Number","E92000001","7"
2008,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","","Normal value","","Number","E92000001","3"
2008,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","","Normal value","","Number","E92000001","103"
2008,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","","Normal value","","Number","E92000001","0"
2008,"Number of deaths from exposure to forces of nature","Victim of lightning","England","","Normal value","","Number","E92000001","0"
2008,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","","Normal value","","Number","E92000001","0"
2008,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","","Normal value","","Number","E92000001","0"
2008,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","","Normal value","","Number","E92000001","0"
2008,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","","Normal value","","Number","E92000001","0"
2008,"Number of deaths from exposure to forces of nature","Victim of flood","England","","Normal value","","Number","E92000001","2"
2008,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","","Normal value","","Number","E92000001","4"
2009,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","","Normal value","","Number","E92000001","1"
2009,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","","Normal value","","Number","E92000001","106"
2009,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Victim of lightning","England","","Normal value","","Number","E92000001","1"
2009,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Victim of flood","England","","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","","Normal value","","Number","E92000001","6"
2010,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","","Normal value","","Number","E92000001","115"
2010,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of lightning","England","","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of flood","England","","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","","Normal value","","Number","E92000001","0"
2011,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","","Normal value","","Number","E92000001","1"
2011,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","","Normal value","","Number","E92000001","70"
2011,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","","Normal value","","Number","E92000001","0"
2011,"Number of deaths from exposure to forces of nature","Victim of lightning","England","","Normal value","","Number","E92000001","0"
