"Year","Series","Drug group","Local authority","Sex","Age","Ethnicity","Units","Observation status","Value"
"2016/17","People in treatment","","","Female","30 to 49","White","Number","Normal value",48058
"2016/17","People in treatment","","","Female","50 and over","White","Number","Normal value",16758
"2017/18","People in treatment","","","","","White","Number","Normal value",236250
"2017/18","People in treatment","","","","18 to 29","White","Number","Normal value",34794
"2017/18","People in treatment","","","","30 to 49","White","Number","Normal value",151220
"2017/18","People in treatment","","","","50 and over","White","Number","Normal value",50236
"2017/18","People in treatment","","","Male","","White","Number","Normal value",161025
"2017/18","People in treatment","","","Male","18 to 29","White","Number","Normal value",22654
"2017/18","People in treatment","","","Male","30 to 49","White","Number","Normal value",104573
"2017/18","People in treatment","","","Male","50 and over","White","Number","Normal value",33798
"2017/18","People in treatment","","","Female","","White","Number","Normal value",75225
"2017/18","People in treatment","","","Female","18 to 29","White","Number","Normal value",12140
"2017/18","People in treatment","","","Female","30 to 49","White","Number","Normal value",46647
"2017/18","People in treatment","","","Female","50 and over","White","Number","Normal value",16438
"2018/19","People in treatment","","","","","White","Number","Normal value",237817
"2018/19","People in treatment","","","","18 to 29","White","Number","Normal value",33656
"2018/19","People in treatment","","","","30 to 49","White","Number","Normal value",150795
"2018/19","People in treatment","","","","50 and over","White","Number","Normal value",53366
"2018/19","People in treatment","","","Male","","White","Number","Normal value",161806
"2018/19","People in treatment","","","Male","18 to 29","White","Number","Normal value",21918
"2018/19","People in treatment","","","Male","30 to 49","White","Number","Normal value",103790
"2018/19","People in treatment","","","Male","50 and over","White","Number","Normal value",36098
"2018/19","People in treatment","","","Female","","White","Number","Normal value",76011
"2018/19","People in treatment","","","Female","18 to 29","White","Number","Normal value",11738
"2018/19","People in treatment","","","Female","30 to 49","White","Number","Normal value",47005
"2018/19","People in treatment","","","Female","50 and over","White","Number","Normal value",17268
"2019/20","People in treatment","","","","","White","Number","Normal value",239393
"2019/20","People in treatment","","","","18 to 29","White","Number","Normal value",32892
"2019/20","People in treatment","","","","30 to 49","White","Number","Normal value",150315
"2019/20","People in treatment","","","","50 and over","White","Number","Normal value",56186
"2019/20","People in treatment","","","Male","","White","Number","Normal value",162770
"2019/20","People in treatment","","","Male","18 to 29","White","Number","Normal value",21375
"2019/20","People in treatment","","","Male","30 to 49","White","Number","Normal value",103055
"2019/20","People in treatment","","","Male","50 and over","White","Number","Normal value",38340
"2019/20","People in treatment","","","Female","","White","Number","Normal value",76623
"2019/20","People in treatment","","","Female","18 to 29","White","Number","Normal value",11517
"2019/20","People in treatment","","","Female","30 to 49","White","Number","Normal value",47260
"2019/20","People in treatment","","","Female","50 and over","White","Number","Normal value",17846
"2020/21","People in treatment","","","","","White","Number","Normal value",243220
"2020/21","People in treatment","","","","18 to 29","White","Number","Normal value",33179
"2020/21","People in treatment","","","","30 to 49","White","Number","Normal value",151095
"2020/21","People in treatment","","","","50 and over","White","Number","Normal value",58946
"2020/21","People in treatment","","","Male","","White","Number","Normal value",161907
"2020/21","People in treatment","","","Male","18 to 29","White","Number","Normal value",20807
"2020/21","People in treatment","","","Male","30 to 49","White","Number","Normal value",101306
"2020/21","People in treatment","","","Male","50 and over","White","Number","Normal value",39794
"2020/21","People in treatment","","","Female","","White","Number","Normal value",81313
"2020/21","People in treatment","","","Female","18 to 29","White","Number","Normal value",12372
"2020/21","People in treatment","","","Female","30 to 49","White","Number","Normal value",49789
"2020/21","People in treatment","","","Female","50 and over","White","Number","Normal value",19152
"2021/22","People in treatment","","","","","White","Number","Normal value",254119
"2021/22","People in treatment","","","","18 to 29","White","Number","Normal value",33003
"2021/22","People in treatment","","","","30 to 49","White","Number","Normal value",154639
"2021/22","People in treatment","","","","50 and over","White","Number","Normal value",66477
"2021/22","People in treatment","","","Male","","White","Number","Normal value",168911
"2021/22","People in treatment","","","Male","18 to 29","White","Number","Normal value",20646
"2021/22","People in treatment","","","Male","30 to 49","White","Number","Normal value",103547
"2021/22","People in treatment","","","Male","50 and over","White","Number","Normal value",44718
"2021/22","People in treatment","","","Female","","White","Number","Normal value",85208
"2021/22","People in treatment","","","Female","18 to 29","White","Number","Normal value",12357
"2021/22","People in treatment","","","Female","30 to 49","White","Number","Normal value",51092
"2021/22","People in treatment","","","Female","50 and over","White","Number","Normal value",21759
"2009/10","People in treatment","","Barnet","Female","18 to 29","White","Number","Normal value",65
"2009/10","People in treatment","","Barnet","Female","30 to 49","White","Number","Normal value",160
"2009/10","People in treatment","","Barnet","Female","50 and over","White","Number","Normal value",50
"2009/10","People in treatment","","Barnet","Female","","White","Number","Normal value",275
"2009/10","People in treatment","","Barnet","Male","18 to 29","White","Number","Normal value",135
"2009/10","People in treatment","","Barnet","Male","30 to 49","White","Number","Normal value",340
"2009/10","People in treatment","","Barnet","Male","50 and over","White","Number","Normal value",115
"2009/10","People in treatment","","Barnet","Male","","White","Number","Normal value",590
"2009/10","People in treatment","","Barnet","","18 to 29","White","Number","Normal value",200
"2009/10","People in treatment","","Barnet","","30 to 49","White","Number","Normal value",500
"2009/10","People in treatment","","Barnet","","50 and over","White","Number","Normal value",170
"2009/10","People in treatment","","Barnet","","","White","Number","Normal value",865
"2010/11","People in treatment","","Barnet","Female","30 to 49","White","Number","Normal value",155
"2010/11","People in treatment","","Barnet","Female","50 and over","White","Number","Normal value",60
"2010/11","People in treatment","","Barnet","Female","","White","Number","Normal value",270
"2010/11","People in treatment","","Barnet","Male","18 to 29","White","Number","Normal value",105
"2010/11","People in treatment","","Barnet","Male","30 to 49","White","Number","Normal value",350
"2010/11","People in treatment","","Barnet","Male","50 and over","White","Number","Normal value",130
"2010/11","People in treatment","","Barnet","Male","","White","Number","Normal value",585
"2010/11","People in treatment","","Barnet","","18 to 29","White","Number","Normal value",160
"2010/11","People in treatment","","Barnet","","30 to 49","White","Number","Normal value",505
"2010/11","People in treatment","","Barnet","","50 and over","White","Number","Normal value",185
"2010/11","People in treatment","","Barnet","","","White","Number","Normal value",855
"2010/11","People in treatment","","Barnet","Female","18 to 29","White","Number","Normal value",55
"2011/12","People in treatment","","Barnet","Female","18 to 29","White","Number","Normal value",50
"2011/12","People in treatment","","Barnet","Female","30 to 49","White","Number","Normal value",160
"2011/12","People in treatment","","Barnet","Female","50 and over","White","Number","Normal value",55
"2011/12","People in treatment","","Barnet","Female","","White","Number","Normal value",270
