Year,IncomeGroup,TypeofAidCode,TypeofAidText,SectorPurposeCode(CRScode),BroadSectorCode(DAC5code),SIDsector,AmountsExtended(£thousands),NetODA(£thousands)
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",31120,311,Production Services,6800,6800
2016,LDCs,A02,Sector budget support,11110,111,Education,6765,6765
2016,0,C01,Project-type interventions,31210,312,Production Services,6755.3261,6755.3261
2016,LMICs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",11220,112,Education,6702.1834,6702.1834
2016,LDCs,C01,Project-type interventions,14031,140,WASH,6665.656,6665.656
2016,LMICs,C01,Project-type interventions,72050,720,Humantarian,6639.4874,6639.4874
2016,LMICs,C01,Project-type interventions,72010,720,Humantarian,6620.214,6620.214
2016,0,B02,Core contributions to multilateral institutions,41010,410,Multisector,6600,6600
2016,LDCs,C01,Project-type interventions,14031,140,WASH,6600,6600
2016,LDCs,C01,Project-type interventions,14031,140,WASH,6600,6600
2016,0,C01,Project-type interventions,11420,114,Education,6597.039,6597.039
2016,LDCs,C01,Project-type interventions,32130,321,Production Services,6557.3808,6557.3808
2016,LDCs,C01,Project-type interventions,11220,112,Education,6500,6500
2016,0,C01,Project-type interventions,72010,720,Humantarian,6500,6500
2016,0,C01,Project-type interventions,31120,311,Production Services,6473.7464,6473.7464
2016,0,B02,Core contributions to multilateral institutions,99810,998,Unallocated,6465.333,6465.333
2016,0,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",43010,430,Multisector,6450,6450
2016,LMICs,C01,Project-type interventions,15112,151,Government and Civil Society,6436.5585,6436.5585
2016,Other LICs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",13020,130,Health,6381.098,6381.098
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",22010,220,Economic Infrastructure & Services,6335,6335
2016,LDCs,C01,Project-type interventions,72040,720,Humantarian,6321.1169,6321.1169
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",14031,140,WASH,6300,6300
2016,0,B02,Core contributions to multilateral institutions,41020,410,Multisector,6288.668,6288.668
2016,LMICs,H02,Refugees in donor countries,93010,930,Refugee costs,6263.6788,6263.6788
2016,LDCs,C01,Project-type interventions,13030,130,Health,6256.914,6256.914
2016,0,C01,Project-type interventions,32210,322,Production Services,6250,6250
2016,LMICs,C01,Project-type interventions,31191,311,Production Services,6232.5556,6232.5556
2016,Other LICs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",72040,720,Humantarian,6200,6200
2016,0,B02,Core contributions to multilateral institutions,23110,231,Economic Infrastructure & Services,6173.269,6173.269
2016,LMICs,D02,Other technical assistance,12110,121,Health,6156.4525,6156.4525
2016,UMICs,D02,Other technical assistance,12220,122,Health,6142.4407,6142.4407
2016,0,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",23182,231,Economic Infrastructure & Services,6089.078,6089.078
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,6085.911,6085.911
2016,0,B02,Core contributions to multilateral institutions,99810,998,Unallocated,6024.716,6024.716
2016,LDCs,C01,Project-type interventions,12110,121,Health,6024.1297,6024.1297
2016,LDCs,C01,Project-type interventions,15220,152,Government and Civil Society,6008.27,6008.27
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,6007.702,6007.702
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,6003.3043,6003.3043
2016,UMICs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",15220,152,Government and Civil Society,6000,6000
2016,0,D02,Other technical assistance,12250,122,Health,6000,6000
2016,0,C01,Project-type interventions,43082,430,Multisector,6000,6000
2016,LDCs,C01,Project-type interventions,72040,720,Humantarian,6000,6000
2016,LDCs,A02,Sector budget support,12220,122,Health,6000,6000
2016,LMICs,C01,Project-type interventions,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,6000,6000
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",31120,311,Production Services,6000,6000
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",72050,720,Humantarian,6000,6000
2016,Other LICs,B04,Basket funds/pooled funding,11220,112,Education,6000,6000
2016,LDCs,C01,Project-type interventions,74010,740,Humantarian,5988.8895,5988.8895
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",72010,720,Humantarian,5982.4247,5982.4247
2016,LMICs,C01,Project-type interventions,11220,112,Education,5969.2057,5969.2057
2016,0,B02,Core contributions to multilateral institutions,99810,998,Unallocated,5958.1812,5958.1812
2016,Other LICs,C01,Project-type interventions,13030,130,Health,5921.846,5921.846
2016,0,C01,Project-type interventions,41010,410,Multisector,5864.6258,5864.6258
2016,LMICs,D01,Donor country personnel,11182,111,Education,5838.2188,5838.2188
2016,UMICs,C01,Project-type interventions,15220,152,Government and Civil Society,5825.482,5825.482
2016,Other LICs,B04,Basket funds/pooled funding,21020,210,Economic Infrastructure & Services,5800,5800
2016,LDCs,C01,Project-type interventions,43040,430,Multisector,5771.6295,5771.6295
2016,0,C01,Project-type interventions,43010,430,Multisector,5709.4837,5709.4837
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",12262,122,Health,5700,5700
2016,0,C01,Project-type interventions,13020,130,Health,5681.2,5681.2
2016,LMICs,C01,Project-type interventions,52010,520,Commodity and General Programme Assistance,5674.6381,5674.6381
2016,LMICs,C01,Project-type interventions,11110,111,Education,5619.7208,5619.7208
2016,0,B02,Core contributions to multilateral institutions,99810,998,Unallocated,5610.5355,5610.5355
2016,UMICs,C01,Project-type interventions,72010,720,Humantarian,5600,5600
2016,LDCs,D02,Other technical assistance,15210,152,Government and Civil Society,5553.8587,5553.8587
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",72010,720,Humantarian,5542.989,5542.989
2016,LDCs,C01,Project-type interventions,72040,720,Humantarian,5506.4534,5506.4534
2016,0,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",43010,430,Multisector,5441.944,5441.944
2016,UMICs,C01,Project-type interventions,15220,152,Government and Civil Society,5339.547,5339.547
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,5322.3788,5322.3788
2016,LDCs,C01,Project-type interventions,15151,151,Government and Civil Society,5317.8219,5317.8219
2016,0,C01,Project-type interventions,32130,321,Production Services,5306.7562,5306.7562
2016,LMICs,D02,Other technical assistance,15130,151,Government and Civil Society,5293.881,5293.881
2016,LMICs,C01,Project-type interventions,24030,240,Economic Infrastructure & Services,5262.9086,5262.9086
2016,0,C01,Project-type interventions,31120,311,Production Services,5244.4182,5244.4182
2016,LDCs,C01,Project-type interventions,14010,140,WASH,5200,5200
2016,LMICs,C01,Project-type interventions,12240,122,Health,5184.417,5184.417
2016,LDCs,C01,Project-type interventions,12110,121,Health,5170.6707,5170.6707
2016,LMICs,C01,Project-type interventions,43081,430,Multisector,5154.5876,5154.5876
2016,LDCs,C01,Project-type interventions,21010,210,Economic Infrastructure & Services,5100,5100
2016,0,C01,Project-type interventions,41082,410,Multisector,5082.6922,5082.6922
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",43040,430,Multisector,5077.4297,5077.4297
2016,LDCs,C01,Project-type interventions,12110,121,Health,5056.543,5056.543
2016,LDCs,C01,Project-type interventions,24030,240,Economic Infrastructure & Services,5044.6264,5044.6264
2016,LMICs,D02,Other technical assistance,32130,321,Production Services,5023.6844,5023.6844
2016,LDCs,C01,Project-type interventions,72040,720,Humantarian,5020.7887,5020.7887
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",23110,231,Economic Infrastructure & Services,5000,5000
2016,0,B04,Basket funds/pooled funding,24030,240,Economic Infrastructure & Services,5000,5000
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",72010,720,Humantarian,5000,5000
2016,LDCs,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,5000,5000
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",72010,720,Humantarian,5000,5000
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",99810,998,Unallocated,5000,5000
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",74010,740,Humantarian,5000,5000
2016,LDCs,C01,Project-type interventions,72040,720,Humantarian,5000,5000
2016,UMICs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",25010,250,Economic Infrastructure & Services,5000,5000
2016,LMICs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",15110,151,Government and Civil Society,5000,5000
2016,LDCs,C01,Project-type interventions,72010,720,Humantarian,5000,5000
2016,LDCs,C01,Project-type interventions,72040,720,Humantarian,5000,5000
2016,LDCs,C01,Project-type interventions,72010,720,Humantarian,5000,5000
2016,Other LICs,C01,Project-type interventions,13020,130,Health,4988.1754,4988.1754
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",12240,122,Health,4984.504,4984.504
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,4973.9327,4973.9327
2016,0,C01,Project-type interventions,41010,410,Multisector,4932.4398,4932.4398
2016,Other LICs,B04,Basket funds/pooled funding,32130,321,Production Services,4927.989,4927.989
2016,LDCs,C01,Project-type interventions,11330,113,Education,4914.174,4914.174
2016,0,C01,Project-type interventions,15110,151,Government and Civil Society,4883.681,4883.681
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,4842.122,4842.122
2016,UMICs,C01,Project-type interventions,15220,152,Government and Civil Society,4806.571,4806.571
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",73010,730,Humantarian,4800,4800
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",15210,152,Government and Civil Society,4800,4800
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",31120,311,Production Services,4800,4800
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,4785.1913,4785.1913
2016,UMICs,C01,Project-type interventions,15220,152,Government and Civil Society,4776.419,4776.419
2016,LDCs,C01,Project-type interventions,12262,122,Health,4775.7689,4775.7689
2016,LMICs,C01,Project-type interventions,11120,111,Education,4765.7498,4765.7498
2016,0,C01,Project-type interventions,41010,410,Multisector,4761.8895,4761.8895
2016,LDCs,C01,Project-type interventions,52010,520,Commodity and General Programme Assistance,4759.9999,4759.9999
2016,LDCs,D02,Other technical assistance,11320,113,Education,4741.15,4741.15
2016,0,B02,Core contributions to multilateral institutions,99810,998,Unallocated,4731,4731
2016,LDCs,C01,Project-type interventions,12240,122,Health,4660.163,4660.163
2016,0,D02,Other technical assistance,12110,121,Health,4630.8385,4630.8385
2016,LMICs,D02,Other technical assistance,13081,130,Health,4624.6333,4624.6333
2016,LMICs,C01,Project-type interventions,41010,410,Multisector,4603.1746,4603.1746
2016,LDCs,C01,Project-type interventions,12240,122,Health,4600.7619,4600.7619
2016,LDCs,C01,Project-type interventions,31120,311,Production Services,4600.3626,4600.3626
